meal_description,carb,fat,energy,protein,country,serving_type
"I made a breakfast of scrambled eggs with cheese and meat, weighing 80 grams, and I'm eating it in a 33-gram flour tortilla.",17.28,12.62,242.58,14.05,USA,metric
"For a snack, I'm having a small no-bake marshmallow rice cereal cookie and a regular bag of butter-flavored microwave popcorn.",80.9,10.27,462.1,11.48,USA,natural
I’ve got a small serving bag of Doritos and a cup of reduced fat milk for my snack.,29.01,12.32,267.32,10.23,USA,natural
I’m having a cup of 2% reduced fat milk with a piece of pepperoni pizza from school lunch.,55.74,18.19,498.32,28.1,USA,natural
"Tonight, I’m enjoying a cup of my homemade broth made with chicken or turkey, no tomato.",8.47,2.88,86.4,6.05,USA,natural
"For dinner, I'm having a piece of pepperoni pizza and a piece of meat pizza from a restaurant.",81.91999999999999,31.81,736.0799999999999,30.43,USA,natural
"This morning, I ate a medium slice of cooked pork bacon.",0.14,2.81,37.44,2.71,USA,natural
"As a snack, I'm enjoying a 14.2g roll with chocolate caramel flavor.",12.46,0.47,54.95,0.23,USA,metric
I’m enjoying a 125-gram ice cream cone with soft serve vanilla for dinner.,39.3,6.14,236.25,6.14,USA,metric
"For my snack, I have 28.35 grams of Colby Jack cheese.",0.46,8.85,108.86,6.84,USA,metric
"I’m enjoying a lunch of a 62g hard white roll, some 75g Italian sausage, and 17g of ketchup on the side.",38.94,22.34,440.33,19.97,USA,metric
"For lunch today, I have a 12 oz frozen meal with chicken in cream sauce, noodles, and vegetables.",45.05,14.55,428.4,29.75,USA,natural
I grabbed a 125-gram soft serve vanilla ice cream cone along with 8 grams of light kettle corn popcorn for my snack.,45.09,6.88,270.01,7.13,USA,metric
"For lunch, I have a breaded chicken tender from the restaurant with a tablespoon of regular ranch dip.",8.969999999999999,14.69,206.45,9.75,USA,natural
"For my brunch, I'm having a Gerber baby food dessert made with mango.",18.81,0.2,69.3,0.3,USA,natural
"I’ve got a snack that includes 372 grams of cola, a small 26-gram serving of fruit leather, and 372 grams of ginger ale.",93.05,1.67,377.62,0.14,USA,metric
"I'm enjoying 250 grams of frozen lasagna with meat for dinner, and I'm drinking 240 grams of bottled water.",35.98,11.05,310.0,16.58,USA,metric
"For lunch, I'm having a plain hot dog on a white bun (102.0g), along with a Capri Sun fruit juice drink (186.0g) and some nacho cheese-flavored Doritos (57.0g).",77.55,34.32,682.53,15.61,USA,metric
"Just enjoying a can of unsweetened iced tea, 20 fl oz, as a quick snack.",0.0,0.0,0.0,0.0,USA,natural
"I have a lunch of a cheese sandwich with 102 grams of cheddar on white bread, some noodle soup weighing 494 grams, and a 992-gram bottle of Powerade. I'm also drinking a 496-gram Monster energy drink and I have a boiled egg at 50 grams on the side.",209.93,34.93,1286.58,31.71,USA,metric
"For a snack, I have a bottle of unsweetened water (507.0g), some raw hot chili pepper (15.0g), a little bit of regular cream cheese (15.0g), and a croissant (57.0g).",28.09,17.2,289.02,5.8,USA,metric
I’ve got a drink made from 248 grams of oatmeal and water for breakfast.,26.31,0.37,106.64,0.62,USA,metric
I'm eating a corn dog along with a medium single serving bag of cheese popcorn for dinner.,53.13,29.5,519.8199999999999,12.84,USA,natural
"For a snack, I’m enjoying 120 grams of vanilla ice cream.",28.32,13.2,248.4,4.2,USA,metric
I'm enjoying a 16.9 fl oz bottle of water along with a piece of hard candy as a snack.,5.59,0.01,22.46,0.0,USA,natural
"I'm enjoying a cup of chocolate milk, the reduced fat kind, as a snack.",30.08,4.71,188.48,7.42,USA,natural
"For dinner, I’m having a cup of low-fat milk Greek yogurt combined with some fruit.",30.11,6.3,257.25,20.02,USA,natural
"Dinner consists of a fried chicken thigh, a chicken wing from fast food, and a 20 fl oz fruit-flavored soft drink.",101.99,33.28,803.2,27.6,USA,natural
I'm eating a cup of my home-cooked meat lasagna along with a 16.9 fl oz bottle of water.,32.75,27.28,515.0,34.08,USA,natural
"For breakfast, I'm having a medium slice of toasted wheat bread.",13.06,1.25,75.25,2.93,USA,natural
"For lunch, I'm having a piece of school lunch pepperoni pizza with a thin crust.",44.36,12.24,360.68,18.15,USA,natural
"For breakfast, I made a cup of instant coffee with 1 fl oz of sugar-free flavored coffee creamer and had 1 oz of reduced sugar oatmeal.",32.49,3.2300000000000004,173.0,4.48,USA,natural
"For a snack, I'm having a sugar-free sandwich cookie with a slice of American cheese.",10.02,7.49,119.79,3.92,USA,natural
I'm just having a snack of 26 grams of nutritional powder and 240 grams of water.,1.62,0.41,91.52,20.31,USA,metric
I'm drinking a 16.9 fl oz bottle of water along with a homemade or bakery chocolate chip cookie that's extra large.,59.38,28.12,489.0,5.81,USA,natural
"For dinner, I'm having a plain chicken and turkey hot dog sandwich on a white bun, weighing about 102 grams, along with a Powerade sports drink that weighs 372 grams.",54.0,12.33,378.12,11.73,USA,metric
I enjoyed a cup of homemade broccoli soup with milk along with a cup of tap water for lunch.,14.88,8.65,163.53,6.45,USA,natural
"This morning, I had a cup of Lucky Charms cereal and a cup of whole milk for breakfast.",40.510000000000005,9.62,283.20000000000005,10.76,USA,natural
"For lunch, I'm having 150 grams of raw avocado.",12.8,21.99,240.0,3.0,USA,metric
I’m enjoying a snack of 28 grams of nacho cheese Doritos and a 200-gram apple.,44.650000000000006,8.02,249.32,2.58,USA,metric
"For lunch, I’m having a beef frankfurter in a medium white roll.",31.24,19.21,352.75,12.56,USA,natural
"For lunch, I have 512 grams of pre-sweetened iced black tea, 130 grams of potato tots from a fast food place, and a biscuit with 188 grams of egg, cheese, and sausage.",112.8,61.72,1074.64,20.4,USA,metric
"For my snack, I've got a small serving of gumdrops at 2.2 grams and a chocolate chip cookie that weighs 16 grams.",12.64,3.96,87.43,0.82,USA,metric
"For dinner, I’m enjoying a 45-gram biscuit alongside 124 grams of orange juice.",36.38,5.2,206.56,3.9,USA,metric
I enjoyed 113 grams of fried tilapia with oil and 507 grams of bottled unsweetened water for breakfast.,11.13,13.31,255.38,22.76,USA,metric
"For lunch, I'm having 248 grams of ready-to-drink whole chocolate milk, 86 grams of medium crust cheese pizza from a restaurant, and 240 grams of tap water.",54.3,16.740000000000002,434.6,17.66,USA,metric
I'm snacking on a package of Skittles along with some cheese-flavored corn snacks from a small bag of Cheetos.,117.57,15.02,614.45,1.85,USA,natural
I'm eating a 100-gram hamburger from McDonald's and drinking a 524-gram bottle of iced black tea for dinner.,86.16,11.33,498.8,13.3,USA,metric
"I'm enjoying a lunch that features a 90g doughnut filled with custard and iced, a 60g yeast doughnut, and a mix of fried chicken: 175g of breast and 110g of thigh from a restaurant.",103.25,81.63999999999999,1380.35,59.35,USA,metric
I’ve got a cup of prepared noodle soup and a small bag of plain potato chips for my snack.,49.0,19.43,396.86,7.53,USA,natural
I'm going to eat a piece of thick crust pizza that has both meat and fruit for dinner.,45.62,14.96,383.08,16.61,USA,natural
"For breakfast, I'm having a cup of potato salad with egg made with mayonnaise dressing and a cup of unsweetened bottled water.",43.72,11.88,308.0,7.62,USA,natural
"For breakfast, I’m eating a medium Danish pastry with some fruit and sipping on a small fruit juice drink.",63.31,20.9,456.43,6.1,USA,natural
"For dinner, I’m digging into a large sope with meat and sour cream, along with a packet of red salsa to spice things up.",48.85,30.82,545.98,19.93,USA,natural
"For breakfast, I'm having a medium grilled chicken breast with no sauce and a cup of cooked reduced sodium green beans.",6.05,7.18,242.0,37.11,USA,natural
I picked a chewy trail mix granola bar from Nature Valley for a quick snack.,25.29,4.0,145.25,2.0,USA,natural
I’m enjoying one tangerine and a peanut butter sandwich on wheat bread for lunch.,48.93,19.08,407.37,14.92,USA,natural
I’m starting my day with 244 grams of 2% milk and 36 grams of whole wheat bread for breakfast.,27.5,5.92,213.44,12.6,USA,metric
"For a little treat, I’m having a 12 oz root beer and a medium cup of vanilla ice cream.",96.07,26.4,649.32,8.4,USA,natural
"For dinner, I'm having a peanut butter sandwich made with regular peanut butter on wheat bread, along with a packet of sugar substitute and a small cup of hot black tea.",19.160000000000004,9.37,182.0,7.029999999999999,USA,natural
"I have a dinner plate with 60 grams of sautéed chicken drumstick, 10 grams of pork sausage, and I'm drinking 240 grams of tap water.",0.14,9.83,154.3,15.47,USA,metric
Lunch today is a 312g frozen dinner.,34.13,26.02,452.4,21.28,USA,metric
I’m eating a 162-gram chimichanga with meat for dinner.,43.19,18.71,398.52,14.29,USA,metric
"For dinner, I'm having a piece of extra-large medium-crust pepperoni pizza, a piece of extra-large medium crust cheese pizza, and a bottle of Gatorade.",125.38,28.36,879.56,30.31,USA,natural
"For breakfast, I'm having a 28-gram corn tortilla with a 50-gram fried egg.",12.86,5.54,132.54,7.859999999999999,USA,metric
"This morning, I prepared 360 grams of coffee, added 15 grams of flavored creamer, and had 41 grams of fruit bread.",24.62,9.31,190.49,2.97,USA,metric
I’ve got a baked potato with cheese weighing 160 grams for dinner.,28.27,12.37,243.2,5.78,USA,metric
"For lunch, I'm having a cup of raw grapes and a peanut butter and jelly sandwich made with regular peanut butter and reduced sugar jelly on white bread.",71.32,18.76,486.54,13.94,USA,natural
I grabbed a snack of 25 grams of those no-bake cookies made with peanut butter and rice cereal.,20.12,2.25,104.25,0.85,USA,metric
"For a snack, I'm drinking a 12 fl oz can of diet cola.",0.43,0.0,3.6,0.43,USA,natural
"For lunch, I picked up a 165-gram double cheeseburger from McDonald's.",29.65,26.7,465.3,26.8,USA,metric
I’m having 360 grams of unsweetened decaffeinated black iced tea for a snack.,1.08,0.0,3.6,0.0,USA,metric
I'm enjoying a 200-gram raw apple with 28 grams of lightly salted potato chips as a snack.,42.58,10.23,260.52,2.4,USA,metric
"For a snack, I'm having a small chocolate chip cookie and a can of diet cola.",12.920000000000002,5.73,105.0,1.56,USA,natural
"I enjoyed a Jimmy Dean croissant sandwich with sausage, egg, and cheese for breakfast, plus a packet of mustard on the side.",20.610000000000003,28.05,397.29,15.69,USA,natural
I’m having a peanut butter sandwich cookie for a snack.,9.18,2.95,66.92,1.23,USA,natural
I'm snacking on a stick of honey-combed hard candy with peanut butter; it weighs 1.55 oz.,29.66,8.88,208.12,3.84,USA,natural
"For dinner, I'm having a quesadilla with chicken.",45.82,26.5,513.5,22.5,USA,natural
"I’m treating myself to a 10 fl oz milkshake, which I made with a recipe that doesn’t include chocolate, as a snack.",31.95,16.74,313.6,9.41,USA,natural
"For dinner, I had a large fillet of baked catfish and a bottle of unsweetened water.",0.26,19.07,382.5,48.91,USA,natural
I have 240 grams of tap water and 372 grams of Red Bull for a little energy boost.,38.06,0.0,159.96,1.71,USA,metric
"For a snack, I'm having a medium oatmeal cookie with chocolate chips and a package of hard candy.",39.870000000000005,6.32,215.9,1.72,USA,natural
I’m snacking on 20 grams of plain potato chips along with 360 grams of unsweetened water.,11.04,7.03,108.6,0.92,USA,metric
"For my snack, I've got 28 grams of toasted sourdough bread, along with 16 grams of almond butter and 14 grams of butter.",18.98,20.98,282.34000000000003,6.78,USA,metric
I'm having a vanilla ice cream cone in a waffle cone for a snack.,69.26,26.98,555.9,9.59,USA,natural
"For breakfast, I had a medium fruit muffin with a small cup of brewed coffee and an individual container of flavored coffee creamer.",74.16000000000001,22.98,528.75,6.369999999999999,USA,natural
"For lunch, I had a small broiled beef steak and a cup of tap water.",0.0,7.9,215.28,34.2,USA,natural
"For a snack, I have a small single serving bag of cheese-flavored ruffled potato chips and a cup of tap water.",15.66,8.7,136.36,1.82,USA,natural
I’ve got a 109-gram piece of marble cupcake with icing for my snack.,59.43,20.69,425.1,3.53,USA,metric
"For lunch, I’m having a frankfurter with a cup of bottled water and a regular-sized microwavable tub of Easy Mac.",45.62,18.45,399.64,12.74,USA,natural
I made a bowl of cereal for breakfast with a cup of Post Honey Bunches of Oats and added a cup of skim milk.,44.41,2.3800000000000003,243.36,11.22,USA,natural
"I ate 250 grams of pasta with cream sauce, poultry, and vegetables for lunch, and it was from a restaurant.",39.02,30.15,485.0,14.75,USA,metric
"For breakfast, I'm having 170 grams of whole milk yogurt with fruit and 28.35 grams of part-skim mozzarella cheese.",22.270000000000003,10.66,232.38,11.989999999999998,USA,metric
My snack consists of one vanilla ice cream cone in a waffle cone and one raw banana.,98.04,27.4,668.04,10.96,USA,natural
"I have a breakfast setup with 124 grams of grape juice, 244 grams of whole milk, a 35-gram sausage, and a 69-gram multigrain bagel.",63.92999999999999,18.57,507.05,21.99,USA,metric
I'll be eating a slice of Swiss cheese tonight.,0.3,6.51,82.53,5.67,USA,natural
"For my snack, I'm munching on 28 grams of plain Chex Mix.",21.19,2.8,119.84,2.47,USA,metric
I have a cup of diced stewed chicken with skin for my lunch.,0.0,14.66,264.6,31.83,USA,natural
"I’ve got a snack with 240 grams of tap water, a big 372 grams of Red Bull, and 28 grams of some flavored potato chips.",53.72,8.7,296.32000000000005,3.53,USA,metric
I grabbed a cup of unsweetened applesauce and an egg for my snack.,27.97,5.0,174.4,6.7,USA,natural
"I had a snack that included a raw banana weighing 126 grams, an apple at 200 grams, 25 grams of plain potato chips, and 240 grams of tap water.",69.86000000000001,9.25,349.14,3.49,USA,metric
I'm having a medium raw apple with a stick of reduced-fat cheddar cheese as a snack.,28.380000000000003,6.13,193.59,8.27,USA,natural
"For lunch, I’m enjoying 28 grams of flavored potato chips along with 142 grams of cheese pizza from school.",60.120000000000005,19.93,487.1,19.88,USA,metric
"For lunch, I’m eating a fried egg on a hamburger bun.",26.42,6.77,216.58,11.34,USA,natural
"For breakfast, I'm having a can of fruit-flavored soft drink and a piece of thick crust pepperoni pizza.",91.99,17.49,581.21,15.97,USA,natural
"I just made a 260-gram ham and cheese sub loaded with lettuce, tomato, and some spread, paired with a 372-gram fruit-flavored cola.",98.11,7.51,548.84,23.71,USA,metric
"I’m enjoying a snack with a 12 fl oz can of diet cola, another 12 fl oz can of diet pepper, and a drink of vodka.",2.08,0.22,159.93,0.8,USA,natural
"For a snack, I'm having a single serving bag of raw carrots with a peanut butter and jelly sandwich on wheat bread.",56.040000000000006,18.93,434.88,14.81,USA,natural
"I’m enjoying a single hard pretzel rod, salted, for lunch.",8.04,0.29,38.4,1.0,USA,natural
